date,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,ALEC,AMB,AP,AT,BACA,BAS,BBR,BBRL,BEAM,BF,BFD,BJD,BREW,BRH,BTLR,BUD,CAR,CCU,CCUUY,CD,CDG,CDL,CE,CEDC,CEQ,CFB,CFN,CGAS,CHLN,CITA,CKB,CLBGA,CLCH,CLDR,CN,CNB,CNBT,CREG,CU,CUCD,CUE,CUEI,DCD,DCS,DEAL,DEO,DIL,DR,DRE,DWP,FAL,FALB,FO,FTRI,GAMA,GBL,GDS,GENBB,GGE,GHB,GRM,GWT,HAN,HBL,HIR,HIRE,HOOK,HTC,HTCC,HTNA,JACQ,KNBWY,LDCO,LONE,LQU,MDI,MGPI,MLB,MWGP,NBW,NDC,NDTA,NRD,OLYB,PABT,PFB,PFFB,PTBC,RAIN,RCI,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SEB,SFR,SFS,SH,SLZ,SMS,SNMA,STCO,STL,STN,STU,STZ,SWAY,SXC,TAP,TFI,THTR,TYLR,URS,VCGH,VCO,VO,WINEA,WINEB
1962-09-28,,,,,,,,,,,,0.1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,,,0.1,0.3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.075,0.25,,0.14,,,,,,,,,,,,,,,,,,,,,,
1962-10-31,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
1962-11-30,,,,,,,,,,,,,0.375,,,,,,0.125,,,,,,,,,,,,0.46485,,,,,,,,,,,,,,0.09285,,,,,,,,0.4638,,,,0.3,0.4,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-12-31,,,,,,0.3,,,,,,0.1,,,,,,,,0.1,0.2,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,0.325,,,,,,,,,,,,,0.1,0.37192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.075,0.15,,0.14,,,,,,,,,,,,,,,,,,,,,,
1963-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,0.0,,,
1963-02-28,,,,,,,,,,,,,0.375,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,0.09281,,,,,,,,0.41778,,,,0.3,0.4,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-03-29,,,,,,,,,,,,0.1,,,,,,,,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,0.1,0.37084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.075,0.25,,0.15,,,,,,,,,,,,,,,,,,,,,,
1963-04-30,,,,,,0.3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
1963-05-31,,,,,,,,,,,,,0.375,,,,,,0.125,,,,,,,,,,,,0.4646,,,,,,,,,,,,,,0.09276,,,,,,,,0.41742,,,,0.3,0.4,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-06-28,,,,,,0.3,,,,,,0.1,,,,,,,,0.0,0.2,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,0.15,0.37092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.075,0.25,,0.15,,,,,,,,,,,,,,,,,,,,,,
1963-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
1963-08-30,,,,,,,,,,,,,0.375,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,0.09235,,,,,,,,0.41548,,,0.063,0.3,0.1,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-09-30,,,,,,0.3,,,,,,0.1,,,,,,,,0.1,0.225,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,0.15,0.37028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.075,0.25,,0.15,,,,,,,,,,,,,,,,,,,,,,
1963-10-31,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
1963-11-29,,,,,,,,,,,,,0.375,,,,,,0.15,,,,,,,,,,,,0.4638,,,,,,,,,,,,,,0.09278,,,,,,,,0.41751,,,,0.3,0.1,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-12-31,,,,0.1,,0.3,,,,,,0.25,,,,,,,,0.1,0.225,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,0.35,,,,,,,,,,,,,0.15,0.55572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.075,0.25,,0.15,,,,,,,,,,,,,,,,,,,,,,
1964-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
1964-02-28,,,,,,,,,,,,,0.4,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.09256,,,,,,,,0.41666,,,,0.3,0.1,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-03-31,,,,,,0.3,,,,,,0.25,,,,,,,,0.1,0.225,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,0.35,,,,,,,,,,,,,0.15,0.27753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.25,,0.16,,,,,,,,,,,,,,,,,,,,,,
1964-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
1964-05-28,,,,,,,,,,,,,0.4,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.09253,,,,,,,,0.41629,,,,0.3,0.1,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-06-30,,,,,,0.3,,,,,,0.25,,,,,,,,0.1,0.225,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,0.35,,,,,,,,,,,,,0.15,0.27738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,0.16,,,,,,,,,,,,,,,,,,,,,,
1964-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20313,,0.01,,0.25,,,,,,,,,,,,,,,,,,,,
1964-08-31,,,,,,,,,,,,,0.4,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.41719,,,,0.3,0.1,,,,0.2,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-09-30,,,,,,0.3,,,,,,0.25,,,,,,,,0.1,0.225,,,,,,,,,,,,,,,,,,,,,,,,0.09278,,,,,,,,,,,0.046,,,,0.35,,,,,,,,,,,,,0.15,0.27876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,0.16,,,,,,,,,,,,,,,,,,,,,,
1964-10-30,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.125,,,,,,,,
1964-11-30,,,,,,,,,,,,,0.4,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.09321,,,,,,,0.06,0.4659,,,,0.3,0.1,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-12-31,,,,0.1,,0.3,,,,,,0.25,,,,,,,,0.0,0.225,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.038,,,,0.38,,,,,,,,,,,,,0.2,0.27918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,0.16,,,,,,,,,,,,,,0.15,,,,,,,,
1965-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.25,,,,,,,,,,,,,,,,,,,,
1965-02-26,,,,,,,,,,,,,0.4,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.09275,,,,,,,0.06,0.23212,,,,0.35,0.1,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-03-31,,,,,,0.3,,,,,,,,,,,,,,0.1,0.225,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.2,0.27744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1625,,,,,,,,,,,,,,,,,,,,,,
1965-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,0.25,,,,,,,,,,,,0.15,,,,,,,,
1965-05-28,,,,,,,,,,,,,0.4,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.09262,,,,,,,0.06,0.23155,,,,0.35,0.1,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-06-30,,,,,,0.3,,,,,,,,,,,,,,0.0,0.225,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.2,0.27699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,0.1625,,,,,,,,,,,,,,,,,,,,,,
1965-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,0.25,,,,,,,,,,,,0.175,,,,,,,,
1965-08-31,,,,,,,,,,,,,0.425,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.09283,,,,,,,0.06,0.23178,,,0.052,0.35,0.1,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-09-30,,,,,,0.3,,,,,,,,,,,,,,0.1,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.2,0.27852,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,0.1625,,,,,,,,,,,,,,,,,,,,,,
1965-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,0.175,,,,,,,,
1965-11-30,,,,,,,,,,,,,0.425,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,,,,,,,0.06,0.23257,,,0.0,0.35,0.1,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-12-31,,,,0.1,,0.1,,,,,,,,,,,,,,0.1,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,0.19,,,,,,,,,,,,,0.25,0.27864,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,0.1625,,,,,,,,,,,,,,0.175,,,,,,,,
1966-01-31,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1966-02-28,,,,0.1,,,,,,,,,0.45,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.09283,,,,,,,,0.23205,,,,0.4,,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-03-31,,,,,,0.35,,,,,,,,,,,,,,0.1,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,0.19,,,,,,,,,,,,,0.25,0.27867,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,0.165,,,,,,,,,,,,,,,,,,,,,,
1966-04-29,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,0.175,,,,,,,,
1966-05-31,,,,,,,,,,,,,0.45,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.09289,,,0.0,,,,0.06,0.23223,,,,0.4,,,,,0.25,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-06-30,,,,,,0.35,,,,,,,,,,,,,,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.25,0.27855,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,0.165,,,,,,,,,,,,,,,,,,,,,,
1966-07-29,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,0.175,,,,,,,,
1966-08-31,,,,,,,,,,,,,0.45,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09298,,,,,,,,0.23243,,,0.03,0.4,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-09-30,,,,,,0.35,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.25,0.09289,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,,,,,,,,,,0.165,,,,,,,,,,,,,
1966-10-31,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,0.175,,,,,,,,
1966-11-30,,,,,,,,,,,,,0.45,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09233,,,,,,,,0.23105,,,,0.4,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-12-30,,,,,,0.1,,,,,,,,,,,,,,,0.25,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,0.19,,,,,,,,,,,,,0.3,0.27711,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,,,,,,,,,,0.165,,,,,,,,,,,,,
1967-01-31,,,,0.1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,0.175,,,,,,,,
1967-02-28,,,,,,,,,,,,,0.45,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.09249,,,,,,,,0.23135,,,,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-03-31,,,,,,0.35,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.3,0.27717,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,,,,,,,,,,0.165,,,,,,,,,,,,,
1967-04-28,,,,0.1,,,,,,,,,,,,,,,,,42.5,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,0.175,,,,,,,,
1967-05-31,,,,,,,,,,,,,0.45,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0924,,,,,,,,0.23098,,,,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-06-30,,,,,,0.35,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.3,0.27753,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.075,,,,,,,,,,,,0.165,,,,,,,,,,,,,
1967-07-31,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,0.2,,,,,,,,,,0.175,,,,,,,,
1967-08-31,,,,,,,,,,,,,0.45,,,,,,0.2,0.1,,,0.05,,,,,,,,,,,,,,,,,,,,,,0.09284,,,,,,,,0.2326,,,0.06,0.375,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-09-29,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.3,0.09306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,0.165,,,,,,,,,,,,,
1967-10-31,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.45,,0.2,,,,,,,,,,0.2,,,,,,,,
1967-11-30,,,,,,,,,,,,,0.45,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09276,,,,,,,,0.2326,,,,0.45,,,,,0.25,,,,0.1,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-12-29,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.175,0.27762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.25,,,,,,0.165,,,,,,,,,,,,,
1968-01-31,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.375,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.45,,0.2,,,,,,,,,,0.2,,,,,,,,
1968-02-29,,,,,,,,,,,,,0.45,,,,,,0.2,0.1,,,0.05,,,,,,,,,,,,,,,,,,,,,,0.09195,,,,,,,,0.22987,,,,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-03-29,,,16.0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.175,0.27618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.25,,,,,,0.165,,,,,,,,,,,,,
1968-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.0,,,,,,,,0.325,,0.2,,,,,,,,,,0.2,,,,,,,,
1968-05-31,,,,,,,,,,,,,0.475,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09278,,,,,,,,0.23202,,,,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-06-28,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.175,0.27852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.3,,,,,,0.165,,,,,,,,,,,,,
1968-07-30,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.325,,0.2,,,,,,,,,,0.2,,,,,,,,
1968-08-30,,,,,,,,,,,,,0.475,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09322,,,,,,,,0.23305,,,0.054,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-09-30,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.175,0.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.3,,,,,,0.165,,,,,,,,,,,,,
1968-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.325,,0.2,,,,,,,,,,0.26667,,,,,,,,
1968-11-29,,,,,,,,,,,,,0.475,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09314,,,,,,,,0.27966,,,,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6875,,,,,,,,
1968-12-31,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.043,,,,0.1,,,,,,,,,,,,,0.1875,0.27942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.3,,,,,,0.165,,,,,,,,,,,,,
1969-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.325,,0.2,,,,,,,,,,,,,,,,,,
1969-02-28,,,,,,,,,,,,,0.5,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09293,,,,,,,,0.27924,,,,0.45,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-03-28,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1875,0.27867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.3,,,,,,0.165,,,,,,,,,,,,,
1969-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.325,,0.2,,,,,0.07813,,,,,,,,,,,,,
1969-05-29,,,,,,0.0,,,,,,,0.5,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09281,,,,,,,,0.27867,,,,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-06-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1875,0.27816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1969-07-31,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.325,,0.2,,,,,,,,,,,,,,,,,,
